patient_id,first_name,last_name,maternal_surname,date_of_birth,gender,curp,street_address,city,state,zip_code,email,plan_name,plan_code,policy_number,group_id,enrollment_date,is_active,annual_deductible,annual_out_of_pocket_max
P000111,Antonia,Muñiz,Sandoval,1946-10-19,F,GIVS001110MVZMQQA1,Circunvalación Quezada 607 Interior 283,Nueva Túnez,TLAX,68424,adalberto88@example.org,Essential,ESS,POL10099688,GRP00495,2025-04-26,True,5000,50000
P000112,Hilda,Gaitán,Montañez,1953-12-23,M,UOLR140820HCLMDYA4,"Callejón Estados Unidos de América 431 Edif. 290 , Depto. 878",Guanajuato,GTO,41413,wmenendez@example.org,Premium,PRM,POL31491357,GRP00129,2022-11-01,True,1500,30000
P000113,Raúl,Valverde,Nava,1994-07-03,M,HOLA201014MCCQVLA9,Continuación Gurule 645 257,San Rocío de la Montaña,TLAX,75478-1291,clara83@example.com,Premium,PRM,POL11080996,GRP00224,2024-06-05,True,1500,30000
P000114,Francisca,Tórrez,Tirado,1971-09-07,M,WIZE990704HBSMTW02,Cerrada Norte Cervantes 881 Interior 658,Nueva República Checa,COL,39282,lcrespo@example.net,Standard,STD,POL92750373,GRP00477,2020-11-22,True,3000,40000
P000115,José Eduardo,González,Arias,1985-01-16,M,IEER690828MCLMKJ00,Peatonal Norte Arredondo 518 449,Valladolid,YUC,66591,jose-manuel38@example.com,Standard,STD,POL55779082,,2022-10-12,True,3000,40000
P000116,Trinidad,León,Galarza,1949-10-18,F,CAPT271102HNEXKW08,"Eje vial Islas Marshall 177 Edif. 739 , Depto. 260",Nueva Panamá,MICH,02992,soniasepulveda@example.org,Standard,STD,POL92024286,,2023-07-31,True,3000,40000
P000117,Esmeralda,Rangel,Zepeda,2007-02-02,F,FAQL100310HNEVWAA3,Eje vial Saint Kitts y Nevis 929 842,Vieja Bhután,TAMPS,79913-6621,fierrooctavio@example.net,Essential,ESS,POL62912799,GRP00293,2020-10-10,True,5000,50000
P000118,Óscar,Santacruz,Carvajal,1945-12-01,F,XALZ860126HQRKZD01,Periférico Norte Nevárez 863 765,Mérida,YUC,62473,limonrufino@example.net,Standard,STD,POL64300981,,2023-03-07,True,3000,40000
P000119,José Manuél,Flórez,Mata,1967-05-20,M,YOWP211211HCMDSB07,"Circuito Tamaulipas 594 Edif. 636 , Depto. 887",Querétaro,QRO,58874,reynaldo56@example.net,Essential,ESS,POL21372138,GRP00417,2022-08-01,True,5000,50000
P000120,Amelia,Cruz,Ordóñez,2005-03-04,F,JUMR100313MMSCZG09,Peatonal Saint Kitts y Nevis 114 Interior 351,San Paulina los altos,BCS,66984,del-riotimoteo@example.com,Premium,PRM,POL70384309,,2023-02-18,True,1500,30000
P000121,Alejandro,Murillo,Griego,1984-02-14,F,NOXO221004MQOHTWA1,"Diagonal Quintana Roo 669 Edif. 380 , Depto. 118",Nueva Swazilandia,CAMP,89554-3937,avelasco@example.com,Premium,PRM,POL26818184,GRP00064,2022-04-13,True,1500,30000
P000122,René,Henríquez,Quintero,2005-04-09,M,NUFR741128MPLFDK03,"Pasaje Veracruz de Ignacio de la Llave 071 Edif. 416 , Depto. 335",Vieja Qatar,NAY,58804-3416,antonio82@example.com,Premium,PRM,POL55394237,,2024-04-07,True,1500,30000
P000123,Emiliano,Girón,Fierro,1996-05-10,M,WOLO060806HQRYRIA6,Boulevard Cabo Verde 790 807,Nueva Ghana,OAX,95794-7284,wgaribay@example.net,Standard,STD,POL20867808,,2022-04-26,True,3000,40000
P000124,Norma,Rincón,Mata,1986-06-12,F,QEAE101214MBSGDH02,Prolongación Sur Melgar 942 Interior 843,Vieja Cabo Verde,CAMP,79552-7636,jose64@example.com,Essential,ESS,POL29293143,,2023-05-11,True,5000,50000
P000125,Conchita,Rojas,Aguirre,1951-08-04,M,TEVO670715MSPSDS09,"Circunvalación Norte Valenzuela 061 Edif. 203 , Depto. 471",San Elsa de la Montaña,SLP,54558-8450,wcasas@example.net,Standard,STD,POL93998245,,2022-03-16,True,3000,40000
P000126,Juana,Llamas,Rivas,1982-07-15,M,DAXF260521MSLWFI03,Eje vial Sonora 125 355,San Marisela de la Montaña,SLP,49647-5987,lde-la-fuente@example.org,Standard,STD,POL23413261,,2021-01-21,True,3000,40000
P000127,Aldonza,Osorio,Soria,1991-08-08,F,GAEC190329MGRSDZ02,Avenida Sudán 433 Interior 472,San Pascual de la Montaña,TLAX,82005,martin78@example.com,Essential,ESS,POL87282997,,2023-09-26,True,5000,50000
P000128,Teresa,Valle,Puga,1975-03-06,F,JEWW831008HSPVKD08,Peatonal México 745 642,San Martín Texmelucan,PUE,00825-4780,tromero@example.org,Essential,ESS,POL64930853,GRP00278,2022-08-22,False,5000,50000
P000129,Ramiro,Quesada,Ortega,1956-07-28,F,OUET920707HCSMQW06,Cerrada Norte Bétancourt 389 Interior 448,Coyoacán,CDMX,63122-4179,sjurado@example.net,Premium,PRM,POL73502080,GRP00284,2021-07-05,True,1500,30000
P000130,Carmen,Quezada,Aguilera,1955-05-31,M,EIUC270123MVZVPE07,Continuación Maldivas 757 Interior 051,Vieja Granada,TAB,04618,mduran@example.com,Premium,PRM,POL60136730,,2021-07-29,True,1500,30000
P000131,Julio,Marrero,Medrano,1950-05-14,M,DUEJ940121HGTNKL06,Peatonal Oaxaca 503 136,Nueva Nauru,GRO,02491-6300,jybarra@example.com,Premium,PRM,POL13271950,GRP00258,2020-11-17,False,1500,30000
P000132,Verónica,Corrales,Terán,1993-05-26,F,EITR240306HNEZHS09,Privada Quintana Roo 306 Interior 524,Monterrey,NL,77848,kespinal@example.org,Essential,ESS,POL85574982,,2020-12-03,False,5000,50000
P000133,Frida,Toro,Navarro,1970-06-16,F,SAAC990803HMSZJY05,Ampliación San Vicente y las Granadinas 935 Interior 186,Vieja Haití,DGO,87829,irene65@example.org,Essential,ESS,POL18102203,,2021-02-11,True,5000,50000
P000134,Elisa,Camacho,Aparicio,1978-05-30,F,PEZZ060805MOCSDWA8,Andador San Luis Potosí 910 371,Mexicali,BC,05865-0948,batistahernan@example.org,Premium,PRM,POL38113863,GRP00329,2021-07-18,True,1500,30000
P000135,Porfirio,Pelayo,Caraballo,1991-09-09,M,KIXL760618MCMPVR07,"Boulevard Sur Dueñas 685 Edif. 289 , Depto. 755",Nueva República de Corea,TLAX,56659-3983,vurbina@example.com,Standard,STD,POL57760049,GRP00175,2020-08-29,True,3000,40000
P000136,Helena,Garibay,Gallegos,1997-10-08,M,DAJM120206MMNHNS04,Boulevard Armenia 522 Interior 459,Vieja Albania,MICH,34419,nvarela@example.net,Standard,STD,POL15727919,GRP00127,2023-10-17,True,3000,40000
P000137,Anabel,Mesa,Montero,1999-05-29,F,PIPA591218HSRVSH03,Viaducto Samoa 604 805,Vieja Benin,HGO,58320,wramirez@example.net,Premium,PRM,POL98136462,GRP00264,2021-03-29,True,1500,30000
P000138,Amador,Ulibarri,Ozuna,1957-06-08,F,JUAD551024MCMLPY07,"Calle Niger 376 Edif. 938 , Depto. 983",Vieja República Democrática Popular Lao,QROO,14659,carreonyuridia@example.com,Essential,ESS,POL65535590,GRP00306,2024-06-06,True,5000,50000
P000139,Margarita,Concepción,Quintana,1942-08-19,F,RICM040628MNTYYDA7,Calle Colima 039 240,Vieja Santo Tomé y Príncipe,BCS,14770-5383,patriciosolorzano@example.com,Standard,STD,POL87920698,GRP00100,2020-10-18,True,3000,40000
P000140,Elvira,Juárez,Avilés,1971-03-14,F,RIYE190323HNEQVBA2,Circuito Norte Cardenas 463 681,Nueva Guinea Bissau,CHIS,79812-3878,arenasfernando@example.net,Standard,STD,POL45762055,,2022-05-11,True,3000,40000
P000141,Hermelinda,Gracia,Sánchez,1958-05-04,M,KUKF161010MOCXNQ08,Ampliación Norte Garza 562 168,Tlalpan,CDMX,63926,salma57@example.net,Premium,PRM,POL23298324,GRP00077,2024-01-09,True,1500,30000
P000142,Vanesa,Vallejo,Cotto,1961-03-03,M,LIVD740326MOCZBT05,"Continuación Chipre 056 Edif. 647 , Depto. 423",Vieja Chipre,ZAC,22099,samuel99@example.org,Premium,PRM,POL93305172,GRP00418,2023-02-03,True,1500,30000
P000143,Salma,Rodarte,Niño,1952-02-03,F,EEBS540712HHGBSK00,Callejón Egipto 060 463,Toluca,MEX,31279,dmelendez@example.org,Standard,STD,POL66096569,GRP00323,2025-04-11,True,3000,40000
P000144,María Eugenia,Arias,Guillen,1974-11-08,F,XAWE550622HPLTVM03,Periférico Sur Espinal 764 Interior 472,Nueva Mónaco,TAB,49082-7718,duenasrocio@example.net,Standard,STD,POL82665702,GRP00397,2022-11-06,True,3000,40000
P000145,Fidel,Mejía,Dávila,1988-06-06,F,VITP231130HMNLWJ06,"Viaducto Norte Briones 689 Edif. 268 , Depto. 602",Vieja Bosnia y Herzegovina,GRO,92222-0644,olomeli@example.org,Standard,STD,POL12309407,GRP00280,2023-01-26,True,3000,40000
P000146,Sandra,Salcido,Granados,1954-04-30,F,KOLR860130MNLFXV08,"Pasaje Sur Zaragoza 038 Edif. 498 , Depto. 302",San Pamela de la Montaña,OAX,05020,isabel10@example.org,Premium,PRM,POL62249998,,2021-06-20,True,1500,30000
P000147,Alejandro,Cabán,Luna,1961-07-13,M,JAJW130911HQRSZIA2,Privada Sur Loya 214 Interior 586,San Ricardo los bajos,SON,39019,roybalsalma@example.net,Premium,PRM,POL46954899,,2022-05-08,True,1500,30000
P000148,Catalina,Valladares,Salgado,1974-12-02,F,EATX821117HMNCVH07,"Retorno Federación de Rusia 430 Edif. 107 , Depto. 139",Zapopan,JAL,60558-3034,angel44@example.net,Premium,PRM,POL85015569,GRP00288,2023-08-30,True,1500,30000
P000149,Isabel,Mireles,Roque,2001-11-17,M,VEAR020123HTCZTPA6,Calle Norte Terán 760 Interior 849,Nueva Egipto,CAMP,88039-5512,alta-gracia56@example.net,Essential,ESS,POL82996291,GRP00242,2024-11-26,True,5000,50000
P000150,Homero,Mascareñas,Aparicio,1958-01-16,M,UUHR190826HGRRHB03,Pasaje Oaxaca 842 150,Santa Catarina,NL,17807,eliasmolina@example.com,Essential,ESS,POL84521823,GRP00394,2024-03-15,False,5000,50000
P000151,Octavio,Carrillo,Acuña,1960-09-22,F,BAJS140909HQOMSU03,Pasaje Baja California Sur 840 943,San Julia los altos,SON,33448-5714,cristinalara@example.org,Premium,PRM,POL09881385,GRP00384,2023-04-30,True,1500,30000
P000152,Gloria,Vela,Guevara,1951-03-24,F,IEZD450913MGTSZI09,Andador Sur Anaya 016 Interior 016,San Claudia los altos,ZAC,29979-5453,riveroraquel@example.org,Premium,PRM,POL17174773,GRP00259,2025-04-26,True,1500,30000
P000153,Julio César,Elizondo,Menéndez,1993-03-20,M,FUUM111210MNENDMA2,Ampliación Sur Roldán 577 245,Vieja Kirguistán,AGS,81615,madridoscar@example.com,Premium,PRM,POL69639382,,2025-06-14,True,1500,30000
P000154,Emilio,Villareal,Prado,1992-11-30,M,AIMH600131MNTNMS06,"Callejón Suecia 197 Edif. 199 , Depto. 758",San Andrés los bajos,GRO,72461,ybarrajuan@example.com,Elite,ELT,POL70132902,GRP00480,2023-11-20,True,0,20000
P000155,Julio,Vélez,Ramón,1952-11-19,M,VAOJ880821HSRVMW02,Prolongación Oaxaca 519 Interior 098,San Óscar los bajos,AGS,24058-0085,lermaalta-gracia@example.org,Essential,ESS,POL69656666,GRP00121,2023-04-22,True,5000,50000
P000156,Wilfrido,Delgadillo,Roldán,1949-01-14,F,EOXT740104MTCWTY04,Calle Norte Castillo 010 276,Santa Catarina,NL,12679,dduenas@example.net,Standard,STD,POL68765326,GRP00069,2023-08-09,True,3000,40000
P000157,Reynaldo,Samaniego,Granado,1988-01-03,M,QOQW401024MCSXFB01,Andador Vanegas 519 Interior 712,Zapopan,JAL,78189-1371,sara05@example.net,Standard,STD,POL07787956,GRP00404,2022-05-06,True,3000,40000
P000158,Alejandro,Zambrano,Maestas,1989-01-05,F,DEWS741221MCHVSZ06,Prolongación Sur Vega 490 471,San Gregorio de la Montaña,HGO,81442,gerardo40@example.net,Standard,STD,POL19292752,GRP00168,2021-11-20,True,3000,40000
P000159,Eugenio,Rubio,Durán,1993-12-09,F,XAMI090729HJCXDBA5,Calle Yáñez 766 372,Xochimilco,CDMX,95041,de-la-fuentemarisol@example.com,Standard,STD,POL74783667,GRP00237,2021-11-22,True,3000,40000
P000160,Marisol,Olivas,Mata,2004-12-24,M,PAJN881017HCMZZN07,Privada Moreno 945 Interior 441,San Adán los bajos,COAH,96739-3852,pascual00@example.org,Standard,STD,POL06181753,GRP00458,2024-03-17,True,3000,40000
P000161,Alberto,Caballero,Báez,2003-05-26,F,MAVV850930HQRFHR06,"Boulevard Briseño 269 Edif. 212 , Depto. 447",San Elisa de la Montaña,SIN,74654,antonialebron@example.org,Standard,STD,POL66504427,,2020-12-04,True,3000,40000
P000162,Elvira,Orozco,Domínguez,1983-06-22,F,OUNR220228MMCKSL06,Retorno Somalia 741 011,Coyoacán,CDMX,70720-0642,julio-cesar90@example.net,Premium,PRM,POL77661830,,2022-07-03,True,1500,30000
P000163,Omar,Muñoz,Merino,1985-12-11,M,BOTY560120HMNJDD09,Privada Querétaro 743 280,San Carlos los altos,HGO,34615-7173,alejandroespinoza@example.org,Premium,PRM,POL93761847,,2023-04-02,True,1500,30000
P000164,Ivonne,Badillo,Miranda,1993-02-24,M,HAMO140720HJCCGQ08,"Viaducto Suiza 782 Edif. 931 , Depto. 027",San Adriana de la Montaña,TLAX,79032,de-leonsusana@example.org,Standard,STD,POL41792911,,2021-02-24,False,3000,40000
P000165,Rosario,Garay,Barajas,1994-04-14,F,HIEV590109HTCMLB00,Boulevard Distrito Federal 309 Interior 251,Naucalpan,MEX,42625,marcelaguerrero@example.net,Standard,STD,POL02196207,,2020-12-25,True,3000,40000
P000166,Uriel,Villaseñor,Limón,1967-11-19,M,LOZQ030330MTCRGJA5,"Calzada China 487 Edif. 632 , Depto. 909",Nueva Bolivia,GRO,79145,jacuna@example.org,Standard,STD,POL31819588,GRP00254,2021-09-04,True,3000,40000
P000167,Socorro,Frías,Lebrón,1943-03-11,M,ZOBR220827MTCWVE03,"Peatonal Sur Crespo 005 Edif. 436 , Depto. 459",Mérida,YUC,01082-2078,batistaeugenio@example.net,Premium,PRM,POL79956353,GRP00363,2024-06-23,True,1500,30000
P000168,Eva,Paz,Feliciano,1965-02-12,F,LARX350307HCCLQV00,Andador Norte Colunga 972 652,San Esperanza de la Montaña,MOR,35435-2090,celia17@example.com,Essential,ESS,POL62534929,,2025-02-09,True,5000,50000
P000169,Octavio,Sáenz,Gálvez,1979-10-23,M,PEKJ060903HJCJFXA7,Eje vial Gurule 569 392,Nueva Malasia,BCS,60078,pizarroolga@example.com,Premium,PRM,POL71773180,GRP00390,2024-01-18,False,1500,30000
P000170,Lorenzo,Gamez,Centeno,1963-12-14,F,HUKY370424MSLSWU04,Peatonal Magaña 799 077,Mérida,YUC,62570,olmosisabela@example.net,Standard,STD,POL04649893,,2024-07-09,True,3000,40000
P000171,Anabel,Serrato,Narváez,1999-12-18,F,DOYK220615HSPNRB01,Retorno Sur Navarrete 281 Interior 832,Vieja Venezuela,MOR,38179-3355,nadia64@example.org,Standard,STD,POL15577881,,2022-12-06,True,3000,40000
P000172,Óscar,Tejada,Loya,1970-04-25,F,JEGK520414HSLXKP05,Pasaje Bolivia 624 112,Ecatepec,MEX,12723-8046,mariomontenegro@example.com,Essential,ESS,POL70431038,GRP00300,2023-10-21,True,5000,50000
P000173,Lilia,Véliz,Montalvo,1984-03-04,F,OEXZ001107MGTGWPA4,Pasaje Norte Valverde 424 375,San Juan del Río,QRO,02547-2928,dulce22@example.org,Premium,PRM,POL31059274,GRP00371,2022-06-06,True,1500,30000
P000174,Ilse,Montañez,Cordero,1964-12-09,M,VAYA720316MCMZKC05,Boulevard Baja California 727 Interior 520,Nueva Suiza,CAMP,47492-9751,iarevalo@example.net,Standard,STD,POL81406937,,2022-05-14,True,3000,40000
P000175,Tomás,Esquivel,Vergara,1975-05-19,F,VOAA000318MASBVXA9,"Ampliación Bhután 718 Edif. 637 , Depto. 599",San Anabel los altos,AGS,56265,anieves@example.com,Essential,ESS,POL55478137,GRP00031,2024-04-15,True,5000,50000
P000176,Linda,Quintero,Lomeli,1950-09-20,F,ZEDD940111HMNJYQ09,Calle Sur Colón 478 519,Monterrey,NL,10646-2879,elviraescamilla@example.com,Standard,STD,POL48704947,,2023-05-18,True,3000,40000
P000177,Abelardo,Corrales,Iglesias,1959-12-29,F,OUHW831120HOCDZU07,Viaducto Loera 273 Interior 014,San Esparta de la Montaña,QROO,19597-9647,ninonelly@example.net,Essential,ESS,POL90429025,GRP00192,2022-11-20,True,5000,50000
P000178,Ana,Laboy,Muro,1968-02-09,M,UAWF150521HZSRZZA2,"Circunvalación Lovato 183 Edif. 219 , Depto. 285",Vieja Costa Rica,COL,44518-9520,normalerma@example.com,Standard,STD,POL76521328,GRP00244,2021-09-07,True,3000,40000
P000179,María Luisa,Bermúdez,Carrión,1995-04-06,M,GUPI160911HCSLWSA1,Circunvalación San Luis Potosí 798 524,Nueva Malawi,CHIS,13223,carmen32@example.org,Premium,PRM,POL61107603,,2021-02-12,True,1500,30000
P000180,Flavio,Armas,Barraza,1960-02-03,M,SEYW101010MCSMHS00,"Retorno Flórez 325 Edif. 012 , Depto. 495",Vieja Cabo Verde,GRO,28938-9119,tafoyaesteban@example.net,Premium,PRM,POL34280138,GRP00493,2024-11-02,True,1500,30000
P000181,Rolando,Escalante,Quiñónez,1985-05-19,M,ZAQX220112MCCFRH07,Eje vial Sur Serrano 615 171,San Josefina los altos,SIN,75480,menchacamiguel@example.org,Standard,STD,POL64794738,GRP00197,2022-08-14,True,3000,40000
P000182,Luis Miguel,Esparza,Barrios,2000-06-04,F,ZOPH020831MSLRHVA4,Ampliación Swazilandia 167 Interior 811,San Juan del Río,QRO,66912,narvaezelvia@example.com,Elite,ELT,POL39613674,GRP00325,2024-05-28,True,0,20000
P000183,Jonás,Rolón,Zavala,2004-03-10,M,WACI240219HSLZGXA0,Pasaje Bulgaria 477 320,San Trinidad los bajos,SIN,01702,rzedillo@example.com,Essential,ESS,POL24991187,,2024-07-18,True,5000,50000
P000184,Miriam,Salas,Santana,1957-05-16,F,LIDE490610HGRRSR03,Eje vial Casanova 756 Interior 770,Vieja Suecia,SLP,28427,tcervantes@example.net,Essential,ESS,POL67197889,GRP00158,2022-12-06,True,5000,50000
P000185,Frida,Saldaña,Villareal,2005-08-07,M,TUZK810223MASMRM05,Continuación Campeche 902 559,Nueva Libia,TAB,56165,lilia50@example.net,Essential,ESS,POL33349114,GRP00284,2021-02-25,True,5000,50000
P000186,Irma,Archuleta,Rincón,1984-04-22,M,EIJI580803MDGDHN04,"Ampliación Yucatán 056 Edif. 965 , Depto. 917",Nueva Qatar,MICH,35785,sessaluna@example.com,Standard,STD,POL63718344,GRP00195,2020-10-25,True,3000,40000
P000187,Aurelio,Véliz,Cadena,1979-10-30,M,XOTT410417HVZFGJ05,"Calzada Norte Bermúdez 484 Edif. 685 , Depto. 366",San Espartaco los altos,OAX,98782-0829,qgallardo@example.net,Standard,STD,POL74896908,GRP00129,2021-08-01,True,3000,40000
P000188,Cornelio,Macías,Puga,1967-06-24,F,OINU090513HOCNYWA5,Eje vial Granada 249 Interior 363,San Concepción de la Montaña,SON,23034,jruelas@example.com,Essential,ESS,POL60324204,,2024-07-12,True,5000,50000
P000189,Germán,Urbina,del Valle,1983-05-24,F,XOSZ140625HPLQLZ01,Andador Botello 941 Interior 651,Puebla,PUE,23198-1898,miriam13@example.net,Elite,ELT,POL15596363,,2021-04-20,True,0,20000
P000190,Marcos,Paredes,Hernández,1998-04-04,M,VUAX160126MJCSMW07,Continuación Trejo 734 Interior 257,Nueva Guatemala,CHIH,40900-3486,timoteo51@example.net,Premium,PRM,POL37606441,GRP00280,2025-04-06,True,1500,30000
P000191,Cynthia,Quiñones,Mateo,1999-05-21,M,IEWN980711MCSSYP02,Circuito Blanco 765 Interior 612,Vieja Eslovaquia,TAB,81569-8570,enriquezsonia@example.com,Standard,STD,POL20634591,GRP00156,2021-02-18,True,3000,40000
P000192,Lilia,Maya,Razo,1972-02-10,F,WUTU941111HDFKPF08,Prolongación Islandia 316 Interior 526,Nueva Rwanda,TAB,93008-9317,fridade-la-garza@example.org,Standard,STD,POL69694215,,2021-06-06,True,3000,40000
P000193,Olivia,Puga,Rendón,1995-11-01,F,YIZN661126HASFLH04,Calzada Granada 762 Interior 639,Nueva Ucrania,BCS,43626,alicialopez@example.com,Standard,STD,POL39735971,,2020-08-18,True,3000,40000
P000194,Cecilia,Mejía,Otero,1986-04-15,M,LAPD920430MTCDFX00,"Avenida Chiapas 005 Edif. 375 , Depto. 990",Nezahualcóyotl,MEX,48964,inevarez@example.net,Standard,STD,POL09242875,GRP00348,2024-12-20,True,3000,40000
P000195,Olga,Prieto,Collado,1957-04-15,F,LODO451202MPLDMB01,Circuito Norte Posada 494 Interior 856,Nueva Iraq,OAX,57287,esparzaconchita@example.org,Essential,ESS,POL32074276,,2021-02-27,True,5000,50000
P000196,Jonás,Valentín,Rubio,1970-09-16,M,XEQF220819HQOWRO03,Corredor Cabán 422 849,San Alfredo los bajos,CHIH,90892,pbermudez@example.com,Essential,ESS,POL15041659,GRP00056,2025-03-24,True,5000,50000
P000197,Alicia,Bonilla,Rincón,1996-01-26,F,MAXT860202HTLXRM00,Retorno Aguascalientes 097 Interior 592,Vieja Comoras,SON,04501,zcaballero@example.com,Standard,STD,POL23610326,GRP00337,2024-06-24,True,3000,40000
P000198,Gloria,Corrales,Casárez,1959-11-19,M,SAZR020705HSPNJOA3,Corredor Suiza 583 776,Zapopan,JAL,49961-6592,fpolanco@example.org,Essential,ESS,POL85732788,,2020-12-31,True,5000,50000
P000199,Mateo,Macías,Córdova,2006-07-04,F,TOSD881217MQRSYF00,Periférico Malta 908 Interior 108,San Marco Antonio de la Montaña,ZAC,86617,joaquin49@example.org,Standard,STD,POL80172260,,2020-12-30,True,3000,40000
P000200,María Elena,Rascón,Jaimes,1962-10-16,M,KAHJ160131HGRPGQA0,"Callejón Benin 941 Edif. 680 , Depto. 061",San Humberto los altos,OAX,27769,nmadrigal@example.net,Premium,PRM,POL56412203,GRP00345,2021-02-20,True,1500,30000
P000201,Adriana,Escobedo,Amador,1953-10-22,M,REPJ841027HGRNST01,Viaducto Sur Briseño 727 Interior 601,Xochimilco,CDMX,27770,pvigil@example.org,Standard,STD,POL49605016,GRP00276,2025-06-24,True,3000,40000
P000202,Perla,López,Arce,1972-09-23,F,RUUP651220MZSRSP04,Andador Polonia 695 814,San Ricardo los altos,QROO,71795-7602,elisa75@example.com,Elite,ELT,POL38395972,GRP00100,2024-12-30,True,0,20000
P000203,Julio,Peña,Murillo,1993-09-15,F,FOSX020509MNEFXDA8,"Circunvalación Togo 172 Edif. 232 , Depto. 971",Tijuana,BC,74338-0054,zoe22@example.net,Essential,ESS,POL01561931,GRP00276,2023-05-23,True,5000,50000
P000204,Joaquín,Arredondo,Valdés,1957-10-08,F,REND270213HOCCSI04,Pasaje Reyna 199 180,San Francisco Javier los bajos,SLP,21352,margarita87@example.net,Standard,STD,POL12552137,,2025-06-06,True,3000,40000
P000205,Jacinto,Llamas,Santiago,1951-03-24,M,GUWL400609MGTYGZ04,Viaducto Michoacán de Ocampo 863 266,Nueva Nauru,COL,78507-2081,mirelesignacio@example.com,Standard,STD,POL26060290,,2025-06-21,True,3000,40000
P000206,Virginia,Solís,Lucero,1968-02-04,M,KIJS120501MNEFGYA6,Corredor Aguascalientes 892 Interior 673,Guadalajara,JAL,56341-0856,nicolastoledo@example.com,Standard,STD,POL31884852,GRP00306,2020-09-11,True,3000,40000
P000207,Luisa,Santiago,Carranza,1989-05-10,M,WEHE070317MMNQTEA4,"Boulevard Campeche 174 Edif. 907 , Depto. 539",San Fabiola los bajos,CAMP,54492,vsolis@example.org,Elite,ELT,POL15893571,,2021-04-24,True,0,20000
P000208,Aurelio,Bañuelos,Pizarro,1999-12-31,M,MUXI641029MVZTNS09,Corredor Sotelo 988 Interior 649,San Lilia de la Montaña,NAY,67762-2827,tceballos@example.net,Standard,STD,POL81377028,GRP00039,2022-06-05,True,3000,40000
P000209,Carla,Negrón,Vázquez,1959-04-10,F,CUMG700323MJCTLK02,Circunvalación San Luis Potosí 470 Interior 229,Vieja Burkina Faso,COL,04432-7018,angel06@example.com,Premium,PRM,POL94975679,GRP00341,2021-03-30,True,1500,30000
P000210,Citlali,Santana,Rincón,1991-05-17,M,BAUZ861224MBCFHO03,Avenida Tabasco 365 Interior 807,Querétaro,QRO,12094-8181,serafintoro@example.net,Standard,STD,POL09837801,GRP00176,2023-11-15,True,3000,40000
P000211,Emiliano,Guillen,Venegas,1969-10-15,M,UIFI030309HSPLDLA8,Prolongación Sur Salazar 562 608,Nueva Guatemala,TAMPS,64111-8242,florenciaburgos@example.org,Essential,ESS,POL46209520,,2024-02-24,True,5000,50000
